?Provincia,Municipio,Localidad,Código postal,Dirección,Margen,Longitud,Latitud,Toma de datos,Precio gasolina 95 E5,Precio gasolina 95 E10,Precio gasolina 95 E5 Premium,Precio gasolina 98 E5,Precio gasolina 98 E10,Precio gas�leo A,Precio gas�leo Premium,Precio gas�leo B,Precio gas�leo C,Precio bioetanol,Precio biodi�sel,Precio gases licuados del petr�leo,Precio gas natural comprimido,Precio gas natural licuado,Precio hidr�geno,R�tulo,Tipo venta,Rem.,Horario,Tipo servicio,,,,,,
ALICANTE,TORREVIEJA,TORREVIEJA,3183,"AVENIDA CORTES VALENCIANAS, 60",N,-0.674944,37.991361,2025-04-29 21:55:00,1529,,,1679,,1399,1499,,,,,,,,,REPSOL,P,dm,L-D: 06:00-22:00,Sin datos,,,,,,
ALICANTE,TORREVIEJA,TORREVIEJA,3184,"CALLE BIZET, 1",D,-0.695028,38.010944,2025-04-29 21:55:00,1539,,,1679,,1399,1509,,,,,,,,,REPSOL - EL CHAPARRAL,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
ALICANTE,TORREVIEJA,TORREVIEJA,3184,"CALLE AVILES, 4",I,-0.704556,38.020167,2025-04-29 11:04:00,1269,,,,,1179,,,,,,,,,,GASEXPRESS,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
ALICANTE,TORREVIEJA,TORREVIEJA,3184,"AVENIDA ROSA MAZÓN VALERO, S/N",D,-0.680472,37.99125,2025-04-29 15:39:00,1257,,,,,1167,,,,,,,,,,PLENERGY,P,dm,L-D: 24H,L-D: 24H (D),,,,,,
ALICANTE,TORREVIEJA,TORREVIEJA,3184,"CALLE JOSE LORCA GARCIA, 7",D,-0.692278,37.998694,2025-04-29 15:39:00,1257,,,,,1167,,,,,,,,,,PLENERGY,P,dm,L-D: 24H,L-D: 24H (D),,,,,,
ALICANTE,TORREVIEJA,TORREVIEJA,3185,"CALLE ESCORPIONES, 13",D,-0.716306,37949,2025-04-30 19:55:00,1319,,,,,1239,,,,,,,,,,PLENERGY,P,dm,L-D: 24H,L-D: 24H (D),,,,,,
ALICANTE,TORREVIEJA,TORREVIEJA,3185,"URBANIZACIÓN LAS BARCAS, 2",D,-0.713694,37.951028,2025-04-30 19:55:00,1309,,,,,1229,,,,,,,,,,PLENERGY,P,dm,L-D: 24H,L-D: 24H (D),,,,,,
ALICANTE,TORREVIEJA,TORREVIEJA,3185,"CALLE CLAUDIO TOLOMEO, 2",D,-0.705139,37.962167,2025-04-30 14:14:00,1369,,,,,1289,,,,,,889,,,,QUALITY OIL,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
ALICANTE,TORREVIEJA,TORREVIEJA,3186,"AVENIDA DENIA, S/N",N,-0.743222,37.968889,2025-05-01 00:00:00,1559,,,1701,,1389,1479,,,,,,,,,BP CORONELITA,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
ALICANTE,TORREVIEJA,TORREVIEJA,3186,CARRETERA CV-95 KM. 2,I,-0.715222,37.963194,2025-05-01 00:00:00,1549,,,1689,,1399,,,,,,1009,,,,REPSOL,P,OM,L-D: 07:00-00:00,"L-D: 07:00-12:00 (A), 12:00-14:00 (P), 14:00-18:00 (A), 18:00-20:00 (P), 20:00-23:59 (A)",,,,,,
ALICANTE,VERGER (EL),VERGER (EL),3770,"AVENIDA VALENCIA, 50",N,0.000306,38.855278,2025-04-30 12:25:00,1439,,,1749,,1339,1439,,,,,,,,,PETROESPAÑA,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
ALICANTE,VERGER (EL),VERGER (EL),3770,"AVENIDA PARTIDA SALOBRE, 1",D,0.001139,38.854222,2025-04-22 08:07:00,1397,,,,,1297,1337,,,,,955,,,,+B ENERGIAS,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
ALICANTE,VILLAJOYOSA/VILA JOIOSA (LA),VILLAJOYOSA / VILA JOIOSA (LA),3570,"CARRETERA N-332 KM. 139,2",I,-0.210694,38.516722,2025-04-30 11:45:00,1589,,1669,1669,,1409,1489,,,,,,,,,CEPSA,P,dm,L-D: 06:00-23:00,L-D: 06:00-23:00 (P),,,,,,
ALICANTE,VILLAJOYOSA/VILA JOIOSA (LA),VILLAJOYOSA / VILA JOIOSA (LA),3570,"PARTIDA TORRES NORTE, 31",D,-0.199139,38.521556,2025-04-29 20:33:00,1347,,,,,1277,1377,,,,,957,,,,PETROLAVILA,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
ALICANTE,VILLAJOYOSA/VILA JOIOSA (LA),VILLAJOYOSA / VILA JOIOSA (LA),3570,"CARRETERA N-332 KM. 135,5",D,-252,38.499028,2025-04-30 10:17:00,1599,,1689,1689,,1429,1499,1294,,,,,,,,CEPSA,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
ALICANTE,VILLAJOYOSA/VILA JOIOSA (LA),VILLAJOYOSA / VILA JOIOSA (LA),3570,"AUTOPISTA AP-7 (MRG.DCHO.) KM. 655,4",D,-0.20225,38.535972,2025-05-01 00:00:00,1529,,1629,,,1457,1566,,,,,1033,,,,MOEVE,P,OM,L-D: 24H,L-D: 24H (A),,,,,,
ALICANTE,VILLAJOYOSA/VILA JOIOSA (LA),VILLAJOYOSA / VILA JOIOSA (LA),3570,"AUTOPISTA AP-7 (MRG.IZDO.) KM. 655,4",I,-0.207083,38.534694,2025-05-01 00:00:00,1529,,1629,,,1457,1566,,,,,981,,,,CEPSA,P,OM,L-D: 24H,L-D: 24H (A),,,,,,
ALICANTE,VILLAJOYOSA/VILA JOIOSA (LA),VILLAJOYOSA / VILA JOIOSA (LA),3570,"POLIGONO PP-33, PARCELA 15, S/N",N,-0.198389,38.524361,2025-04-28 09:44:00,1366,,,,,1258,,,,,,,,,,SUMINISTROS HERMANOS HT,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
ALICANTE,VILLAJOYOSA/VILA JOIOSA (LA),VILLAJOYOSA / VILA JOIOSA (LA),3570,"AVENIDA AVENIDA PAIS VALENCIA, S.N.",D,-0.229222,38.506972,2025-05-01 14:00:00,1569,,,1709,,1389,,,,,,,,,,REPSOL,P,OM,L-D: 24H,"L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)",,,,,,
ALICANTE,VILLAJOYOSA/VILA JOIOSA (LA),VILLAJOYOSA / VILA JOIOSA (LA),3570,"PARTIDA CHOVANES, POLIGONO 11, PARCELAS 91 Y 300, S/N",D,-0.234861,38.515444,2025-04-30 10:37:00,1347,,,,,1277,,,,,,,,,,PLENERGY,P,dm,L-D: 24H,L-D: 24H (D),,,,,,
ALICANTE,VILLAJOYOSA/VILA JOIOSA (LA),ERMITA (LA),3570,"CALLE MARINERS DE LA VILAJOIOSA, 2",N,-0.171917,38.530917,2025-04-29 10:00:00,1345,,,,,1258,,,,,,,,,,GASEXPRESS,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
ALICANTE,VILLENA,VILLENA,3400,"AVENIDA ALICANTE, 81",D,-0.85475,38.626889,2025-04-23 20:24:00,1319,,,,,1309,,,,,,,,,,GALP,P,OM,L-D: 24H,"L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)",,,,,,
ALICANTE,VILLENA,VILLENA,3400,AUTOVIA ALICANTE-MADRID KM. 59,D,-0.888056,38.670306,2025-05-01 00:00:00,1549,,,1679,,1429,1519,,,,,,,,,BP,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (P),,,,,,
ALICANTE,VILLENA,VILLENA,3400,"PARTIDA PRADO DE LA VILLA, 106",D,-0.873944,38.635861,2025-04-29 23:00:00,1449,,,1549,,1349,1399,1109,,,,,,,,JBM,P,dm,L-D: 06:00-22:00,L-V: 06:00-21:00 (A),,,,,,
ALICANTE,VILLENA,VILLENA,3400,AUTOVIA ALICANTE KM. 53,D,-0.848417,38.618444,2025-05-01 00:00:00,1549,,,,,1429,1499,,,,,,,,,REPSOL,P,OM,L-V: 07:00-00:00, S: 07:00-22:00, D: 07:00-00:00,L-V: 07:00-23:59 (P), S: 07:00-22:00 (P), D: 07:00-23:59 (P),,
ALICANTE,VILLENA,VILLENA,3400,CARRETERA ALICANTE KM. 53,I,-0.848972,38.618083,2025-05-01 00:00:00,1549,,,1659,,1429,1499,1.19,,,,989,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (P),,,,,,
ALICANTE,VILLENA,VILLENA,3400,CARRETERA CARRETERA DE YECLA KM. 1,N,-0.870667,38.635889,2025-05-01 00:00:00,1529,,,1639,,1429,1479,,,,,,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (P),,,,,,
ALICANTE,VILLENA,VILLENA,3400,"AVENIDA ALICANTE, 18",N,-0.856694,38.629667,2025-05-01 00:00:00,1529,,1599,1639,,1429,1479,,,,,,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (P),,,,,,
ALICANTE,VILLENA,VILLENA,3400,CARRETERA N-330 KM. 68,I,-0.93825,38.729028,2025-04-22 13:47:00,1569,,,1719,,1479,1569,,,,,,,,,REPSOL,P,dm,L-D: 06:00-02:00,Sin datos,,,,,,
ALICANTE,VILLENA,VILLENA,3400,"AVENIDA CONSTITUCION DE, 206",N,-0.869028,38.643528,2025-04-28 12:12:00,1529,,1599,1689,,1439,1499,1.44,,,,,,,,LA MORENICA,P,dm,L-D: 05:00-00:00,L-D: 05:00-23:59 (A),,,,,,
ALMERÍA,ABLA,ABLA,4510,"CARRETERA CARRETERA NACIONAL 324 KM. 268,1",I,-2.772778,37.14475,2025-04-29 18:20:00,1529,,,1729,,1449,1539,1169,,,,,,,,CEPSA,P,dm,L: 06:00-10:00,L: 06:00-10:00 (A),,,,,,
ALMERÍA,ADRA,ADRA,4770,CARRETERA LA ALQUERIA Nº125 SALIDA AUTOVIA 389 KM. 389,D,-3.001889,36.756139,2025-04-24 12:46:00,1579,,,,,1429,1509,1189,,,,,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
ALMERÍA,ADRA,ADRA,4770,AUTOVIA A-7 KM. 391,N,-2.985778,36.765444,2025-04-30 10:02:00,1579,,,,,1429,1509,1189,,,,,,,,CEPSA,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
ALMERÍA,ADRA,ADRA,4770,"CARRETERA N-340 KM. 389,6",D,-3.003944,36.748056,2025-05-01 00:00:00,1509,,,1619,,1419,,,,,,,,,,REPSOL,P,OM,L: 06:00-22:00,L-D: 06:00-23:00 (A),,,,,,
ALMERÍA,ADRA,PUENTE DEL RIO,4779,"AVENIDA LEGION ESPAÑOLA, 2",D,-2.983333,36.758889,2025-04-30 14:56:00,1331,,,,,1229,,,,,,,,,,CAMPOADRA,P,dm,L-D: 24H,"L-S: 00:00-07:00 (D), 07:00-14:00 (A), 14:00-23:59 (D); D: 24H (D)",,,,,,
ALMERÍA,ADRA,PUENTE DEL RIO,4779,"CALLE BARCELONA, 2",N,-2.983028,36.761639,2025-04-30 17:55:00,1294,,,,,1207,,,,,,,,,,E.S CAMPOEJIDO ADRA,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
ALMERÍA,ALBÁNCHEZ,ALBANCHEZ,4857,"CARRETERA AL-3325, 15,2 KM. 15,2",D,-2.181194,37.292667,2025-04-28 11:27:00,1439,,,,,1329,,,,,,,,,,CARBURANTES FILABRES,P,dm,L: 07:00-22:00,L: 07:00-22:00 (P),,,,,,
ALMERÍA,ALBOX,ALBOX,4800,"CARRETERA A-334 KM. 72,300",D,-2.121083,37.369472,2025-04-30 22:00:00,1359,,,,,1269,,,,,,,,,,CARBURANTES ALMANZORA SL,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
ALMERÍA,ALBOX,ALBOX,4800,"CARRETERA LORCA- BAZA, PARAJE LOS CHORLITOS, PARC. 426, POL. 41 KM. 426",D,-2.133194,37.378139,2025-04-28 09:51:00,1389,,1389,,,1289,1289,,,,,997,,,,RASPA-OIL (SERV. ATENDIDO),P,dm,L-D: 06:00-23:00,L-D: 06:00-23:00 (P),,,,,,
ALMERÍA,ALBOX,ALBOX,4800,"CR HUERCAL-OVERA-VILLAC. KM  70,1",N,-2.1355,37.379556,2025-04-28 10:03:00,1499,,,1641,,1419,1509,1119,,,,,,,,BP SAN JOSE,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
ALMERÍA,ALBOX,ALBOX,4800,"POLIGONO INDUSTRIAL ALBOX, APARTADO 148, S/N",D,-2.176278,37.384472,2025-04-29 20:00:00,1389,,,,,1279,1329,,,,,,,,,E.S.TERDIGUERA,P,dm,L-D: 06:30-22:00,L-D: 06:30-22:00 (A),,,,,,
ALMERÍA,ALHAMA DE ALMERÍA,ALHAMA DE ALMERIA,4400,"CARRETERA A-348 KM. 138,830",D,-2.555722,36.949944,2025-04-28 13:54:00,1509,,,1689,,1429,1549,1079,,,,,,,,REPSOL,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (P),,,,,,
ALMERÍA,ALMERÍA,ALMERIA,4002,"CARRETERA N-340A KM. 438,5",I,-2.492667,36.829444,2025-04-24 00:00:00,1524,,1616,1679,,1494,1495,,,,,,,,,CEPSA,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00 (A),,,,,,
ALMERÍA,ALMERÍA,ALMERIA,4001,"CALLE ROSITA, 25",D,-2.441389,36.867972,2025-04-30 15:42:00,1359,,,,,1269,,,,,,,,,,SECTOROIL,P,dm,L-D: 07:00-21:30,L-D: 07:00-21:30 (A),,,,,,
ALMERÍA,ALMERÍA,ALMERIA,4001,CARRETERA NIJAR LOS MOLINOS KM. 396,D,-2.436333,36.843556,2025-04-29 15:39:00,1279,,,,,1199,,,,,,,,,,PLENERGY,P,dm,L-D: 24H,L-D: 24H (D),,,,,,
ALMERÍA,ALMERÍA,ALMERIA,4008,"AVENIDA FEDERICO GARCIA LORCA, S/N",D,-2.467333,36.852083,2025-05-01 14:00:00,1509,,,1659,,1439,,,,,,999,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H (A),,,,,,
ALMERÍA,ALMERÍA,ALMERIA,4008,"AVENIDA MEDITERRANEO, 184",D,-2.447139,36.837778,2025-04-29 15:39:00,1279,,,,,1199,,,,,,,,,,PLENERGY,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
ALMERÍA,ALMERÍA,ALMERIA,4008,"CALLE OLULA DEL RIO, 1",D,-2.448361,36.836222,2025-04-29 15:39:00,1279,,,,,1199,,,,,,,,,,PLENERGY,P,dm,L-D: 24H,L-D: 24H (D),,,,,,
ALMERÍA,ALMERÍA,ALMERIA,4008,"ZONA NORTE DE LA RAMBLA CALLE JOSÉ MANUEL GÓMEZ ANGULO, S/N",D,-2.469694,36.854611,2025-04-30 10:58:00,1289,,,,,1209,,,,,,,,,,PLENERGY,P,dm,L-D: 24H,L-D: 24H (D),,,,,,
ALMERÍA,ALMERÍA,ALMERIA,4120,CARRETERA AL-12 KM. 3.6,D,-2.422972,36.843083,2025-05-01 00:00:00,1475,,,1695,,1384,1494,,,,,1034,,,,CEPSA,P,OM,L-D: 00:00-23:59,L-D: 24H (A),,,,,,
ALMERÍA,ALMERÍA,ALMERIA,4120,CARRETERA CARRETERA ALMERIA KM. 201,N,-2.419722,36.840833,2025-04-29 18:26:00,1549,,,1709,,1449,1549,,,,,,,,,BP LOS PARTIDORES,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
ALMERÍA,ALMERÍA,ALMERIA,4120,CARRETERA AL-3117 - AL-3110 KM. 0+925,N,-2.420194,36.854333,2025-05-01 10:36:00,1289,,,,,1219,,,,,,,,,,PETROPRIX,P,dm,L-D: 24H,L-D: 24H (D),,,,,,
ALMERÍA,ALMERÍA,ALMERIA,4009,"CAMINO LOS ALMENDROS, 18",D,-2.449472,36.865139,2025-04-30 10:58:00,1289,,,,,1209,,,,,,,,,,PLENERGY,P,dm,L-D: 24H,L-D: 24H (D),,,,,,
ALMERÍA,ALMERÍA,ALMERIA,4009,"CARRETERA DE GRANADA, 2 TRAMOS 55.57 KM. S/N",D,-2.448917,36.863833,2025-04-30 10:58:00,1279,,,,,1199,,,,,,,,,,PLENERGY,P,dm,L-D: 24H,L-D: 24H (D),,,,,,
ALMERÍA,ALMERÍA,ALMERIA,4009,"CALLE COBRE, 26",I,-2.431333,36.85325,2025-04-30 15:43:00,1359,,,,,1269,,,,,,919,,,,SECTOROIL,P,dm,L-D: 07:00-21:30,L-D: 07:00-21:30 (A),,,,,,
ALMERÍA,ALMERÍA,ALMERIA,4009,"CALLE MICA, 62",D,-2.432556,36.854778,2025-04-28 08:45:00,1358,,,,,1309,,,,,,889,,,,CIUDAD DEL TAXI,P,dm,L-D: 24H,L-D: 24H (D),,,,,,
ALMERÍA,ALMERÍA,ALMERIA,4009,"CARRETERA ALP 201 KM. 1,60",I,-2.420722,36.853639,2025-04-29 14:27:00,1539,,,1689,,1459,1539,1.2,,,,,,,,REPSOL,P,dm,L-D: 06:00-22:00,Sin datos,,,,,,
ALMERÍA,ALMERÍA,ALMERIA,4009,CARRETERA N-340A KM. 444,D,-2.447278,36.857778,2025-04-28 10:39:00,1479,,,1619,,1379,1489,,,,,,,,,CEPSA,P,dm,L-D: 06:00-23:30,L-D: 06:00-23:30 (A),,,,,,
ALMERÍA,ALMERÍA,ALMERIA,4009,"CALLE CUESTA DE LOS CALLEJONES, 0",N,-2.448639,36.865528,2025-05-01 00:00:00,1519,,,1661,,1409,1499,,,,,,,,,BP RAMBLA INIESTA,P,OM,L-D: 24H,L-D: 24H (A),,,,,,
ALMERÍA,ALMERÍA,ALMERIA,4009,"CALLE CARRETERA DE NIJAR, S/N",I,-2.450111,36.845861,2025-05-01 00:00:00,1509,,1599,1659,,1399,1507,,,,,,,,,CEPSA,P,OM,L: 06:00-00:00,L: 06:00-00:00 (A),,,,,,
ALMERÍA,ALMERÍA,ALMERIA,4006,"CALLE MONSERRAT, 0",N,-2.445611,36.840028,2025-05-01 00:00:00,1519,,,1661,,1409,1499,,,,,,,,,BP MONTSERRAT  ALMERIA,P,OM,L-D: 24H,L-D: 24H (A),,,,,,
ALMERÍA,ALMERÍA,ALMERIA,4006,"CL PADRE MENDEZ, S.N.",D,-2.446722,36.839444,2025-05-01 00:00:00,1509,,1559,1659,,1409,1499,,,,,,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
ALMERÍA,ALMERÍA,ALMERIA,4006,"AVENIDA DEL MEDITERRANEO, S/N",N,-2.446806,36.852444,2025-04-30 09:57:00,1279,,,1507,,1199,1259,,,,,,,,,ALCAMPO,P,dm,L-D: 24H,Sin datos,,,,,,
ALMERÍA,ALMERÍA,ALMERIA,4006,"CALLE JORGE GUILLEN, S/N",N,-2.442972,36.842167,2025-04-30 11:00:00,1389,,,1639,,1299,1339,,,,,,,,,CARREFOUR,P,dm,L-D: 06:00-23:00,L-D: 06:00-23:00 (A),,,,,,
ALMERÍA,ALMERÍA,ALMERIA,4006,"AVENIDA NUESTRA SEÑORA DE MONTSERRAT, 160",D,-2.444528,36.838694,2025-05-01 10:36:00,1279,,,,,1199,,,,,,,,,,PETROPRIX,P,dm,L-D: 24H,L-D: 24H (D),,,,,,
ALMERÍA,ALMERÍA,ALMERIA,4007,"AVENIDA SIERRA ALHAMILLA, 310",N,-2.439056,36.841972,2025-04-29 21:00:00,1359,,1359,,,1267,1267,,,,,,,,,LA TORRE,P,dm,L-D: 24H,"L-V: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D); S-D: 00:00-07:00 (D), 07:00-22:00 (A), 22:00-23:59 (D)",,,,,,
ALMERÍA,ALMERÍA,ALMERIA,4007,"AVENIDA MEDITERRANEO, S/N",D,-2.445028,36.827333,2025-05-01 14:00:00,1509,,,1659,,1409,1499,,,,,,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
ALMERÍA,ALMERÍA,ALMERIA,4007,"CALLE CARRETERA SIERRA ALHAMILLA, 304",D,-2.439472,36.841167,2025-05-01 00:00:00,1519,,,1661,,1409,1499,,,,,,,,,BP SIERRA ALHAMILLA,P,dm,L-V: 06:00-22:00, S: 06:00-21:00, D: 07:00-21:00,L-V: 06:00-22:00 (A), S: 06:00-21:00 (A), D: 07:00-21:00 (A),,
ALMERÍA,ALMERÍA,ALMERIA,4007,"AVENIDA CABO DE GATA, 280",D,-2.432944,36.816083,2025-04-22 23:22:00,1569,,1609,1709,,1489,1589,,,,,,,,,REPSOL,P,dm,L-D: 06:30-22:30,L-D: 06:30-22:30 (A),,,,,,
ALMERÍA,ALMERÍA,ALMERIA,4007,"AVENIDA CABO DE GATA, 4",I,-2.462528,36.8335,2025-05-01 00:00:00,1475,,1574,,,1384,1494,,,,,,,,,CEPSA,P,OM,L-D: 06:00-23:00,L-D: 06:00-23:00 (A),,,,,,
ALMERÍA,ALMERÍA,CAÑADA DE SAN URBANO (LA),4120,"CARRETERA NIJAR (ALQUIAN) KM. 6,9",I,-2.390944,36845,2025-05-01 00:00:00,1477,,1574,,,1384,1494,,,,,,,,,MOEVE,P,OM,L-D: 06:00-23:00,L-D: 06:00-23:00 (A),,,,,,
ALMERÍA,ALMERÍA,ALQUIAN (EL),4130,"CARRETERA NIJAR-LA CAÑADA KM. 7,500",I,-2.371972,36.850889,2025-04-29 18:32:00,1439,,,,,1329,,,,,,,,,,E.S. ALVAMAR,P,dm,L-S: 07:00-22:00,L-S: 07:00-22:00 (A),,,,,,
ALMERÍA,ALMERÍA,ALQUIAN (EL),4130,"AUTOVIA A7 KM. 460,000",D,-2.336444,36.875028,2025-04-28 01:23:00,1539,,,1729,,1449,1569,1149,,,,,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
ALMERÍA,ALMERÍA,RUESCAS,4150,"CARRETERA SAN JOSÉ KM. 0,000",I,-2.234194,36.813056,2025-04-28 12:58:00,1489,,,1639,,1425,1515,,,,,,,,,BP,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
ALMERÍA,ALMERÍA,RETAMAR,4130,CARRETERA E-15/N-340 KM. 471,D,-2.23,36.868389,2025-04-28 10:49:00,1519,,,1669,,1439,1469,1169,,,,,,,,JCARRION,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
ALMERÍA,ALMERÍA,RETAMAR,4131,CARRETERA NIJAR A RETAMAR (DISEMINADO) (DE) KM. 0,D,-2.311194,36.851806,2025-05-01 09:59:00,1479,,,1609,,1384,1434,,,,,,,,,GALP,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
ALMERÍA,ANTAS,ANTAS,4628,CARRETERA NACIONAL 340 KM. 537,D,-1.922472,37.270556,2025-05-01 00:00:00,1377,,,,,1252,,915,,,,,,,,ISABEL ALONSO,P,dm,L: 24H,L: 24H (A),,,,,,
ALMERÍA,ANTAS,ANTAS,4628,CARRETERA NACIONAL 340 KM. 436,I,-1.913639,37.266222,2025-04-24 11:06:00,1379,,,,,1259,1299,989,,,,,,,,HNOS.MARTINEZ,P,dm,L-S: 06:30-22:30, D: 07:00-22:30,L-S: 06:30-22:30 (A), D: 07:00-22:30 (A),,,,
ALMERÍA,ANTAS,ANTAS,4628,"POLIGONO P.I. EL REAL, S/N",N,-1.900306,37.260306,2025-04-28 07:32:00,1479,,,1639,,1399,1489,,,,,,,,,CEPSA,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
ALMERÍA,ANTAS,ANTAS,4628,AUTOVIA AUTOVIA DEL MEDITERRANEO KM. 529,D,-1.898028,37.21375,2025-04-30 10:53:00,1447,,,,,1387,1467,999,,,,995,,,,SHELL,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
ALMERÍA,ANTAS,ANTAS,4628,AUTOVIA MURCIA-ALMERIA SALIDA 537 KM. 537,D,-1.934556,37.285833,2025-04-30 11:32:00,1509,,,1659,,1429,1529,,,,,,,,,BP,P,dm,L-D: 06:00-22:00,Sin datos,,,,,,
ALMERÍA,ARBOLEAS,ARBOLEAS,4660,"POLIGONO LOS LLANOS, 17",D,-2.096806,37.353056,2025-04-28 12:33:00,1339,,,,,1239,,,,,,,,,,E.S.ARBOLEAS,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
ALMERÍA,ARBOLEAS,ARBOLEAS,4660,"POLIGONO SERVICIO LOS LLANOS (LL), 34",D,-2.094778,37354,2025-04-29 20:47:00,1.38,,,,,1269,,,,,,,,,,MORA OIL,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
ALMERÍA,BENAHADUX,BENAHADUX,4410,"CARRERA A-92 KM.391, 40",I,-2.461556,36.924639,2025-05-01 10:22:00,1457,,,1799,,1419,1507,,,,,,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
ALMERÍA,BERJA,BERJA,4760,"CAMINO OLIVO GORDO, S/N",D,-2.959944,36.831889,2025-05-01 11:54:00,1479,,,1619,,1401,1479,,,,,,,,,BP,P,dm,L: 06:00-22:00,L: 06:00-22:00 (A),,,,,,
ALMERÍA,BERJA,BERJA,4760,"AVENIDA JOSE BARRIONUEVO PEÑA, S/N",D,-2.945833,36.841667,2025-05-01 00:00:00,1469,,,1589,,1395,1465,,,,,,,,,REPSOL,P,OM,L-S: 06:30-20:30, D: 06:30-14:30,Sin datos,,,,,
ALMERÍA,BERJA,BERJA,4760,"CALLE LOS IBEROS, 13",N,-2.9275,36.83325,2025-04-28 11:59:00,1.37,,,,,1.27,1.31,1.05,,,,,,,,EESS VEFRUBER,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
ALMERÍA,BERJA,BERJA,4760,CARRETERA A-358 KM. 3,D,-2.930361,36.834389,2025-04-29 19:42:00,1339,,,1599,,1249,1299,999,,,,,,,,TRUCKSTOP,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
ALMERÍA,BERJA,BALANEGRA,4713,CARRETERA N-340A KM. 400,N,-2.904556,36.751028,2025-04-28 09:59:00,1.3,,,,,1.2,,,,,,,,,,"CABASC, S.C.A.",R,dm,L-S: 08:00-22:00,L-S: 08:00-22:00 (A),,,,,,
ALMERÍA,CANJÁYAR,CANJAYAR,4450,"CARRETERA A-348 KM. 105,500",D,-2.713944,37.001583,2025-04-28 08:56:00,1649,,,1789,,1439,1569,1219,,,,,,,,AGLA,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
ALMERÍA,CANTORIA,HOJILLA (LA),4850,"POLIGONO INDUSTRIAL S/N, 1",D,-2.20575,37.374167,2025-04-30 10:41:00,1319,,,,,1259,,,,,,,,,,INDAPAK LOGISTICS,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
ALMERÍA,CARBONERAS,CARBONERAS,4140,"PLAZA POLIGONO INDUSTRIAL, 16",D,-1.909861,36.987694,2025-04-26 00:00:00,1499,,,1639,,1429,1519,,,,,,,,,BP OIL ESPAÑA,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
ALMERÍA,CHIRIVEL,CHIRIVEL,4825,AUTOVIA A-92 KM. 385,D,-2.281028,37.595778,2025-04-30 08:29:00,1529,,,1629,,1439,1539,0.9,,,,,,,,REPSOL,P,dm,L-D: 06:30-22:30,Sin datos,,,,,,
ALMERÍA,CUEVAS DEL ALMANZORA,CUEVAS DEL ALMANZORA,4610,CARRETERA A-332 KM. 11,I,-1.823944,37.296361,2025-04-28 12:25:00,1609,,,,,1549,,1.0,,,,,,,,"ES BORJA - E.S.SOBRADO DE PICATO, S.L.U",P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (P),,,,,,
