?Provincia,Municipio,Localidad,Código postal,Dirección,Margen,Longitud,Latitud,Toma de datos,Precio gasolina 95 E5,Precio gasolina 95 E10,Precio gasolina 95 E5 Premium,Precio gasolina 98 E5,Precio gasolina 98 E10,Precio gas�leo A,Precio gas�leo Premium,Precio gas�leo B,Precio gas�leo C,Precio bioetanol,Precio biodi�sel,Precio gases licuados del petr�leo,Precio gas natural comprimido,Precio gas natural licuado,Precio hidr�geno,R�tulo,Tipo venta,Rem.,Horario,Tipo servicio,,,,,,
GIRONA,GIRONA,GIRONA,17007,"AVINGUDA FRANÇA, 56",D,2.819611,41.996417,2025-04-29 10:29:00,1418,,,,,1338,,,,,,,,,,Q8,P,dm,L-S: 08:00-21:00, D: 09:00-13:00,Sin datos,,,,,
GIRONA,GIRONA,GIRONA,17007,"PASSEIG SAN JUAN BOSCO, 8",D,2.824944,42.004139,2025-04-30 13:22:00,1278,,,,,1198,,,,,,,,,,SEROIL ENERGY,P,dm,L-D: 24H,L-D: 24H (D),,,,,,
GIRONA,GIRONA,GIRONA,17007,"CALLE ANTIGA CARRETERA D'AMER, 2",D,2.79525,41.9895,2025-04-28 12:15:00,1389,,,,,1339,,,,,,,,,,PETREM,R,dm,L-D: 24H,L-D: 24H (A),,,,,,
GIRONA,GIRONA,GIRONA,17007,"RONDA PEDRET, 101",N,2.824194,42.002694,2025-05-01 08:07:00,1289,,,,,1209,,,,,,,,,,EROSKI,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
GIRONA,HOSTALRIC,HOSTALRIC,17450,"CARRER POMPEU FABRA, 2",N,2.624083,41.742833,2025-04-29 17:15:00,1389,,,,,1289,,,,,,,,,,ESCLATOIL,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
GIRONA,HOSTALRIC,HOSTALRIC,17450,"AVENIDA CORONEL ESTRADA, 136",D,2.627472,41.745944,2025-05-01 00:00:00,1569,,,1699,,1479,,,,,,,,,,REPSOL,P,OM,L-S: 06:30-21:00,L-S: 06:30-21:00 (A),,,,,,
GIRONA,JONQUERA (LA),LA JONQUERA,17700,"CARRETERA N-II KM. 773,5",D,2.8785,42.406889,2025-04-30 12:18:00,1569,,,,,1504,,1164,,,,,,,,TORTUGA,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
GIRONA,JONQUERA (LA),LA JONQUERA,17700,AUTOPISTA AP-7 KM. 7,D,2.87225,42.405278,2025-05-01 14:00:00,1589,,,1719,,1505,,,,,,959,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H (A),,,,,,
GIRONA,JONQUERA (LA),LA JONQUERA,17700,"AVENIDA 11 DE SETEMBRE, 4",D,2.87525,42412,2025-04-29 11:30:00,1489,,,,,1399,,,,,,,,,,TRAMUNTANA,P,dm,L-D: 24H,L-D: 24H (D),,,,,,
GIRONA,JONQUERA (LA),LA JONQUERA,17700,"CARRETERA N-II KM. 774,800",D,2872,42.417083,2025-05-01 14:11:00,1549,,,1659,,1469,1519,,,,,,,,,GALP,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
GIRONA,JONQUERA (LA),LA JONQUERA,17700,"CARRETERA N-2 KM. 772,500",N,2.880528,42.397861,2025-05-01 14:11:00,1549,,,1659,,1469,1559,,,,,,,,,GALP,P,OM,L-D: 24H,"L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)",,,,,,
GIRONA,JONQUERA (LA),LA JONQUERA,17700,AUTOPISTA AP 7 KM 7 KM. 7,N,2.874611,42.405417,2025-05-01 14:11:00,1589,,,1719,,1509,1599,,,,,,,,,GALP,P,OM,L-D: 24H,"L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)",,,,,,
GIRONA,JONQUERA (LA),LA JONQUERA,17700,CARRETERA N-II KM. 774,N,2.876306,42.410333,2025-05-01 14:30:00,1554,,,,,1474,1564,1039,,,,,,,,GALP,P,OM,L-D: 24H,"L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)",,,,,,
GIRONA,JONQUERA (LA),LA JONQUERA,17700,"CARRETERA N-2 KM. 772,5",D,2.882667,42.398417,2025-05-01 14:00:00,1589,,,1719,,1505,1595,1.31,,,,959,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H (A),,,,,,
GIRONA,JONQUERA (LA),LA JONQUERA,17700,"CRTA N-II km 775,65",D,2.869167,42.424306,2025-04-30 22:00:00,1569,,,1689,,1497,1587,,,,,,,,,BP,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
GIRONA,JONQUERA (LA),LA JONQUERA,17700,"CARRETERA N-II KM. 775,65",I,2.868333,42.424917,2025-04-30 22:00:00,1569,,,1689,,1497,1587,,,,,,,,,BP,P,dm,L-D: 06:00-22:00,Sin datos,,,,,,
GIRONA,JONQUERA (LA),LA JONQUERA,17700,"CALLE CARRER PEDRAFORCA Nº3, 3",I,2.879083,42.402472,2025-04-30 11:00:00,1469,,,1618,,1389,1439,,,,,,,,,AND GO,P,dm,L-D: 24H,L-D: 24H (D),,,,,,
GIRONA,JONQUERA (LA),LA JONQUERA,17700,"CARRETERA GI-601 A CANTALLOPS, ESQ. N-II, POL. SECTOR LES OLIVERES KM. 128",N,2.880333,42.403278,2025-04-30 15:00:00,1569,,,1709,,1514,1594,,,,,899,,,,SHELL,P,OM,L-D: 24H,L-D: 24H (A),,,,,,
GIRONA,JONQUERA (LA),LA JONQUERA,17700,"CR N-2, 772,5",I,2.8805,42.399056,2025-05-01 14:00:00,1589,,,1719,,1505,,1314,,,,,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H (A),,,,,,
GIRONA,JONQUERA (LA),LA JONQUERA,17700,"CALLE LES SALINES, 9",N,2.878639,42.400556,2025-05-01 00:00:00,1499,,,,,1409,,1149,,,,,,,,VALCARCE,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
GIRONA,JONQUERA (LA),LA JONQUERA,17700,"ZONA COMERCIAL SECTOR DUANA, S/N",N,2.866278,42.428333,2025-05-01 14:11:00,1499,,,,,1419,,,,,,,,,,GALP,P,OM,L-D: 24H,"L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)",,,,,,
GIRONA,JUIÀ,JUIA,17462,"CARRETERA C-66 KM. 27,5",D,2.899889,42.033722,2025-04-30 14:45:00,1419,,,1549,,1329,,1109,,,,,,,,Q8,P,dm,L-D: 06:00-22:00,Sin datos,,,,,,
GIRONA,LLAGOSTERA,LLAGOSTERA,17240,"CARRER XALOC, 1",N,2.902361,41.829778,2025-04-29 17:15:00,1369,,,,,1269,,,,,,,,,,ESCLATOIL,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
GIRONA,LLAGOSTERA,LLAGOSTERA,17240,CARRETERA C-250 KM. 19,I,2.896528,41.828833,2025-05-01 14:00:00,1549,,,1699,,1469,1539,,,,,,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
GIRONA,LLAGOSTERA,LLAGOSTERA,17240,"CR C-250, 24,3",D,2.94775,41.826639,2025-05-01 00:00:00,1559,,,1709,,1479,1549,,,,,,,,,REPSOL,P,OM,L-D: 06:00-22:00,Sin datos,,,,,,
GIRONA,LLAGOSTERA,LLAGOSTERA,17240,"AUTOVIA C-65 KM. 4,8",I,2.946889,41.827389,2025-05-01 00:00:00,1559,,,1709,,1479,1549,,,,,,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
GIRONA,LLAGOSTERA,LLAGOSTERA,17240,CARRETERA C-35 KM. 97,I,2.89925,41.815806,2025-05-01 00:00:00,1549,,,1699,,1469,1539,,,,,,,,,REPSOL,P,OM,L-V: 06:00-22:00, D: 08:00-22:00,L-V: 06:00-22:00 (A), D: 08:00-22:00 (A),,,,
GIRONA,LLANÇÀ,LLANÇA,17490,"AVENIDA EUROPA, 2",I,3.15075,42.365444,2025-05-01 00:00:00,1539,,,1689,,1489,1579,,,,,,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
GIRONA,LLANÇÀ,LLANÇA,17490,"CARRETERA N-260 KM. 18,2",N,3.143556,42.360361,2025-05-01 02:16:00,1459,,,,,1409,,,,,,,,,,GALP,P,OM,L-D: 24H,"L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)",,,,,,
GIRONA,LLERS,LLERS,17730,CARRETERA N-II KM. 760,N,2.9405,42.299833,2025-04-29 12:00:00,1569,,,,,1449,,1147,,,,,,,,PETROMIRALLES,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
GIRONA,LLÍVIA,LLIVIA,17527,"AVINGUDA CATALUNYA, 31",D,1.982889,42.462861,2025-05-01 00:00:00,1539,,,,,1459,,,,,,,,,,PETROCAT,P,OM,L-D: 08:00-20:00,L-D: 08:00-20:00 (P),,,,,,
GIRONA,LLORET DE MAR,LLORET DE MAR,17310,"AVINGUDA VILA DE BLANES, 60/62",D,2.840389,41.700722,2025-05-01 00:00:00,1557,,1657,1679,,1448,1558,,,,,,,,,MOEVE,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
GIRONA,LLORET DE MAR,LLORET DE MAR,17310,"AVINGUDA VIDRERES, 244",D,2.834833,41.709583,2025-05-01 14:00:00,1579,,,1729,,1469,1559,,,,,,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
GIRONA,LLORET DE MAR,LLORET DE MAR,17310,"AVENIDA AV VILA DE BLANES 120,",N,2.831139,41.7,2025-04-30 14:45:00,1439,,,1649,,1329,1399,,,,,,,,,Q8,P,dm,L-D: 24H,Sin datos,,,,,,
GIRONA,LLORET DE MAR,LLORET DE MAR,17310,"AVINGUDA DE LES ALEGRIES, 89/91",N,2.830861,41.713556,2025-04-30 11:01:00,1409,,,1639,,1309,1389,,,,,,,,,ESSER,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
GIRONA,LLORET DE MAR,LLORET DE MAR,17310,CARRETERA GI-682 KM. 10,D,2.827278,41.698111,2025-04-27 20:00:00,1439,,,1649,,1339,1389,,,,,,,,,GALP,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
GIRONA,LLORET DE MAR,LLORET DE MAR,17310,"AVENIDA ALEGRIES, 1",D,2.83,41.716806,2025-04-26 02:16:00,1349,,,,,1269,,,,,,,,,,GALP,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
GIRONA,MAÇANET DE CABRENYS,MAÇANET DE CABRENYS,17720,"CAMI DE LES ROVIRES, S/N",D,2.751833,42.385833,2025-05-01 00:00:00,1539,,,1649,,1449,,,,,,,,,,PETROCAT,P,OM,L-D: 24H,L-D: 24H (D),,,,,,
GIRONA,MAÇANET DE LA SELVA,MAÇANET DE LA SELVA,17412,"N-II km 689,216",I,2.75725,41.757222,2025-04-21 10:03:00,1409,,,,,1309,,,,,,,,,,LOW COST FUEL,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
GIRONA,MAÇANET DE LA SELVA,MAÇANET DE LA SELVA,17412,"AU AP-7, 86",D,2.739972,41.772833,2025-05-01 14:00:00,1589,,,1699,,1489,,1274,,,,979,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H (A),,,,,,
GIRONA,MAÇANET DE LA SELVA,MAÇANET DE LA SELVA,17412,"N-II km 689,216",D,2.756778,41.757583,2025-04-21 10:04:00,1409,,,,,1309,,,,,,,,,,LOW COST FUEL,P,dm,L-D: 24H,L-D: 06:00-22:00 (A),,,,,,
GIRONA,MAÇANET DE LA SELVA,MAÇANET DE LA SELVA,17412,"C-35  KM.82,5,",N,2.740917,41.781139,2025-04-29 15:08:00,1569,,,1719,,1479,1569,,,,,969,1439,,,GALP,P,dm,L-D: 06:00-22:00,Sin datos,,,,,,
GIRONA,MAÇANET DE LA SELVA,MAÇANET DE LA SELVA,17412,AUTOPISTA AP-7 KM. 86,D,2.738889,41.774389,2025-05-01 00:00:00,1544,,1639,1756,,1494,1579,1332,,,,,,,,CEPSA,P,OM,L-D: 24H,L-D: 24H (A),,,,,,
GIRONA,MONT-RAS,MONT-RAS,17253,"CARRETERA C-31 KM. 38,5",D,3.144028,41.893444,2025-04-30 16:53:00,1529,,,1679,,1449,1499,,,,,,,,,PETROLIS INDEPENDENTS,P,dm,L-S: 07:00-21:00,L-S: 07:00-21:00 (A),,,,,,
GIRONA,OLOT,OLOT,17800,"CARRETERA SANTA PAU KM. 0,523",N,2.491861,42.176083,2025-05-01 00:00:00,1579,,,1721,,1499,1589,,,,,,,,,BP VULCANO,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
GIRONA,OLOT,OLOT,17800,"AVENIDA EUROPA - PARCELA, 7",D,2.482639,42.192861,2025-05-01 00:00:00,1549,,,1699,,1469,1549,,,,,,,,,PETROLIS,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
GIRONA,OLOT,OLOT,17800,"CALLE LES TRIES, 70",D,2.504278,42.189556,2025-05-01 14:00:00,1559,,,1709,,1479,1559,1274,,,,,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
GIRONA,OLOT,OLOT,17800,CL CRTA. STA. COLOMA S.N.,D,2.478556,42.171889,2025-05-01 14:00:00,1589,,,1739,,1489,1579,,,,,979,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
GIRONA,OLOT,OLOT,17800,"AVENIDA SANTA COLOMA, 74",N,2.476472,42.169778,2025-04-30 11:02:00,1389,,,,,1289,1329,,,,,,,,,CARREFOUR,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
GIRONA,OLOT,OLOT,17800,"CALLE DOCTOR BARTRINA, 10",D,2.475611,42.189417,2025-04-29 17:09:00,1489,,,1699,,1389,1489,,,,,,,,,PREMIRA,P,dm,L-D: 24H,"L-D: 00:00-08:00 (D), 08:00-20:00 (A), 20:00-23:59 (D)",,,,,,
GIRONA,OLOT,OLOT,17800,"CALLE DOCTOR ZAMENHOF, S/N",D,2.499444,42.187889,2025-05-01 00:00:00,1498,,1598,,,1418,1528,,,,,,,,,CEPSA,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
GIRONA,OLOT,OLOT,17800,"AVENIDA FRANÇA, 30",D,2.489222,42.192667,2025-04-29 10:28:00,1378,,,,,1298,,,,,,,,,,GECKOIL,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
GIRONA,OLOT,OLOT,17800,"CALLE IGNASI BUXÓ GOU, D', 4",D,2.497139,42.186806,2025-04-29 10:22:00,1378,,,,,1298,,,,,,,,,,GECKOIL,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
GIRONA,OLOT,OLOT,17600,"CALLE DE LLUIS COMPANYS, 14,16",D,2.47325,42.189944,2025-04-29 17:15:00,1389,,,,,1289,1339,,,,,,,,,ESCLATOIL,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
GIRONA,PALAFRUGELL,PALAFRUGELL,17200,"CARRER JOAN MARAGALL, 1",N,3.156833,41.917917,2025-04-29 19:56:00,1592,,,1735,,1503,1603,,,,,,,,,"""BP""PROPERLY, S.A.",P,dm,L-D: 06:00-22:00,Sin datos,,,,,,
GIRONA,PALAFRUGELL,PALAFRUGELL,17200,"AVENIDA ESPANYA, S/N",D,3.153889,41.91225,2025-05-01 14:00:00,1559,,,1709,,1469,1559,,,,,,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
GIRONA,PALAFRUGELL,PALAFRUGELL,17200,"AVENIDA COSTA BRAVA, S/N",N,3.149306,41.927278,2025-04-29 17:15:00,1369,,,,,1269,,,,,,,,,,ESCLATOIL,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
GIRONA,PALAFRUGELL,PALAFRUGELL,17200,"PARATGE SANTA MARGARIDA, 7",D,3.172694,41.90875,2025-05-01 00:00:00,1569,,,1729,,1443,1504,,,,,,,,,CEPSA,P,OM,L: 07:00-22:00,Sin datos,,,,,,
GIRONA,PALAFRUGELL,PALAFRUGELL,17200,"CALLE TORROELLA, 25",D,3.157222,41.917389,2025-04-30 11:36:00,1312,,,,,1212,,,,,,,,,,ZONA ZERO,P,dm,L-D: 24H,L-D: 24H (D),,,,,,
GIRONA,PALAFRUGELL,PALAFRUGELL,17200,"CALLE CADAQUES, 3",D,3.154361,41.923667,2025-04-29 20:32:00,1315,,,,,1215,,,,,,,,,,SERVIOIL,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
GIRONA,PALAFRUGELL,PALAFRUGELL,17200,"AVENIDA GENERALITAT, 31",D,3.1525,41.912611,2025-04-24 22:49:00,1468,,,,,1288,,,,,,,,,,ANEU OIL,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
GIRONA,PALAMÓS,PALAMOS,17230,"CAMINO PLÀ DEL LLOP (DEL), 2",N,3.119056,41.85525,2025-04-29 17:15:00,1419,,,,,1319,,,,,,,,,,ESCLATOIL,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
GIRONA,PALAMÓS,PALAMOS,17230,CARRETERA C-225 KM. 42,N,3.136611,41.864056,2025-05-01 14:11:00,1559,,,1699,,1469,1519,,,,,,,,,GALP,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
GIRONA,PALAMÓS,PALAMOS,17230,"CARRETERA C-31 KM. 327,000",I,3.137972,41.872306,2025-05-01 00:00:00,1539,,,1689,,1469,1559,,,,,979,,,,REPSOL,P,OM,L-D: 00:00-23:59,"L-D: 00:00-05:59 (D), 05:59-22:00 (A), 22:00-23:59 (D)",,,,,,
GIRONA,PALAMÓS,PALAMOS,17320,"CARRER RAFEL SAVALLS, 1",D,3.133861,41.862278,2025-04-28 11:18:00,1369,,,,,1269,,,,,,,,,,GM OIL PALAMÓS,P,dm,L-D: 24H,L-D: 24H (D),,,,,,
GIRONA,PALOL DE REVARDIT,PALOL DE REVARDIT,17843,CARRETERA C-66 KM. 36,D,2.819472,42.048111,2025-05-01 14:00:00,1549,,,1699,,1469,1529,,,,,,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
GIRONA,PALOL DE REVARDIT,PALOL DE REVARDIT,17843,CTRA. C-66 km 38,I,2.811722,42.063833,2025-04-29 12:34:00,1409,,,1669,,1259,1339,,,,,,,,,PETROESTANY,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
GIRONA,PAU,PAU,17494,"CARRETERA GE-610 KM. 6,85",D,3.1265,42.310111,2025-05-01 00:15:00,1539,,,1689,,1489,1599,,,,,,,,,REPSOL,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
GIRONA,PEDRET I MARZÀ,PEDRET,17493,"CARRETERA CR N-260 KM. 27,8",D,3.063806,42.316444,2025-04-28 09:45:00,1539,,,1689,,1489,1579,1369,,,,,,,,PETRONOR,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
GIRONA,PERA (LA),PERA (LA),17120,"CARRETERA C-66 KM. 18,800",D,2.983472,42.025278,2025-05-01 00:00:00,1539,,,1689,,1469,1549,,,,,,,,,REPSOL,P,OM,L-D: 07:00-20:00,L-D: 07:00-20:00 (A),,,,,,
GIRONA,PLANES D'HOSTOLES (LES),LES PLANES D'HOSTOLES,17172,"CARRETERA CTRA. C-63 KM. KM 54,34",N,2.544889,42.053028,2025-04-30 14:45:00,1539,,,1659,,1469,,,,,,,,,,Q8,P,dm,L-D: 24H,Sin datos,,,,,,
GIRONA,PONT DE MOLINS,PONT DE MOLINS,17706,"CAMI DEL ROURE, 5",N,2.936389,42.317833,2025-04-30 10:43:00,1469,,,,,1399,,1035,,,,,,,,CALSINA CARRE,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
GIRONA,PONT DE MOLINS,PONT DE MOLINS,17706,"POLIGONO SECTOR SUD I-2 RICARDELL, 15",D,2.931083,42.320917,2025-04-28 12:20:00,1409,,,,,1319,,1139,,,,,,,,PETREM,P,dm,L-D: 24H,L-D: 24H (D),,,,,,
GIRONA,PORT DE LA SELVA (EL),PORT DE LA SELVA (EL),17489,"CALLE LLANÇÀ, S/N",D,3.1995,42.3345,2025-04-28 08:05:00,1699,,,,,1599,,,,,,,,,,CEPSA,P,dm,L-D: 08:00-20:00,L-D: 08:00-20:00 (A),,,,,,
GIRONA,PORTBOU,PORTBOU,17497,"AVENIDA FRANCIA, SN",D,3.158528,42.427278,2025-05-01 14:00:00,1554,,,,,1519,1599,,,,,,,,,CEPSA,P,OM,L-V: 08:00-14:00, S: 08:00-13:00,L-V: 08:00-14:00 (P), S: 08:00-13:00 (P),,,,
GIRONA,PORTBOU,PORTBOU,17497,CARRETERA NACIONAL 260 KM. 1,I,3.165944,42.433694,2025-05-01 11:29:00,1585,,,1759,,1549,1.63,,,,,,,,,CEPSA,P,dm,L-S: 07:00-19:00, D: 09:00-19:00,L-S: 07:00-19:00 (A), D: 09:00-19:00 (A),,,,
GIRONA,PRESES (LES),PRESES (LES),17178,CARRETERA CRTA.N 152 ESQ.ST.MIQUEL CORB KM.,N,2.465361,42.155417,2025-04-30 14:45:00,1389,,,1679,,1289,1359,,,,,,,,,Q8,P,dm,L-D: 24H,Sin datos,,,,,,
GIRONA,PUIGCERDÀ,PUIGCERDA,17520,"CALLE GIRONA, 1",N,1.928583,42.426417,2025-05-01 13:21:00,1419,,,,,1339,,,,,,,,,,AUTOSERVEI PUIGCERDÀ,P,dm,L-D: 24H,L-D: 24H (A),,,,,,
GIRONA,PUIGCERDÀ,PUIGCERDA,17520,"AVENIDA CATALUNYA, 38",D,1.930389,42.431667,2025-05-01 00:00:00,1539,,,1669,,1449,1539,,,,,,,,,REPSOL,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00 (A),,,,,,
GIRONA,PUIGCERDÀ,PUIGCERDA,17520,"CARRETERA NACIONAL   152 KM. 169,100",I,1922,42.423056,2025-05-01 10:00:00,1419,,,1709,,1339,1589,,,,,924,,,,MEROIL,P,OM,L-D: 06:00-00:00,L-D: 06:00-00:00 (A),,,,,,
GIRONA,PUIGCERDÀ,PUIGCERDA,17520,CARRETERA NAC-152 KM. 171,D,1.936194,42.432667,2025-04-29 13:35:00,1599,,,1709,,1469,1589,,,,,,,,,REPSOL,P,dm,L-D: 06:00-00:00,L-D: 06:00-00:00 (A),,,,,,
GIRONA,QUART,QUART,17242,"CR C-250, 7,7",I,2.84375,41.933361,2025-05-01 00:00:00,1549,,,1669,,1469,1519,,,,,969,,,,REPSOL,P,OM,L-S: 06:00-22:00, D: 08:00-22:00,L-S: 06:00-22:00 (A), D: 08:00-22:00 (A),,,,
GIRONA,REGENCÓS,REGENCOS,17214,CARRETERA C-31 KM. 1,D,3.166972,41.951389,2025-04-29 18:43:00,1589,,,1739,,1449,1529,1199,,,,,,,,REGENCOS OIL,P,dm,L-D: 05:00-23:00,L-D: 05:00-23:00 (A),,,,,,
GIRONA,RIPOLL,RIPOLL,17500,"PASSEIG REGULL, 12",D,2.19075,42.197083,2025-04-29 19:54:00,1549,,,1699,,1489,1559,,,,,,,,,REPSOL,P,dm,L-D: 00:00-22:00,"L-D: 00:00-06:00 (D), 06:00-22:00 (A)",,,,,,
GIRONA,RIPOLL,RIPOLL,17500,CARRETERA C -17 KM. 93,D,2.196528,42.184778,2025-05-01 00:00:00,1584,,1669,,,1526,1586,,,,,,,,,MOEVE,P,OM,L-D: 07:00-22:00,L-D: 07:00-22:00 (A),,,,,,
GIRONA,RIPOLL,RIPOLL,17500,"POLIGONO POL. IND. CASA NOVA DEL BAIX, 8,",N,2.169111,42.215861,2025-04-30 14:45:00,1519,,,1649,,1439,,,999,,,,,,,Q8,P,dm,L-D: 06:00-22:00,Sin datos,,,,,,
GIRONA,RIUDARENES,RIUDARENES,17421,CARRETERA C-63 KM. 21,I,2.694944,41.844361,2025-04-30 09:25:00,1329,,,1669,,1239,1545,,,,,,,,,PETROSELVA,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
GIRONA,RIUDARENES,RIUDARENES,17421,CARRETERA C-63 KM. 21,D,2.698528,41.841611,2025-04-30 09:24:00,1329,,,,,1239,,,,,,,,,,PETROSELVA,P,dm,L-D: 24H,L-D: 24H (D),,,,,,
GIRONA,RIUDELLOTS DE LA SELVA,RIUDELLOTS DE LA SELVA,17457,CARRETERA C-25 KM. 240,N,2.810833,41.896889,2025-04-30 17:35:00,1439,,,1659,,1369,1494,,,,1359,,,,,TAMOIL,P,OM,L-D: 24H,"L-V: 00:00-07:00 (D), 07:00-21:30 (P), 21:30-23:59 (D); S-D: 00:00-08:00 (D), 08:00-20:00 (P), 20:00-23:59 (D)",,,,,,
GIRONA,RIUDELLOTS DE LA SELVA,RIUDELLOTS DE LA SELVA,17457,"AUTOPISTA AP 7 KM. 70,5",D,2.772056,41.905889,2025-05-01 15:00:00,1589,,,1709,,1499,1589,,,,,959,,,,GALP,P,OM,L-D: 24H,"L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)",,,,,,
GIRONA,ROSES,ROSES,17480,"AVENIDA RHODE, S/N",N,3.182361,42.255583,2025-05-01 00:00:00,1549,,,1689,,1479,1559,,,,,,,,,BP OIL,P,dm,L: 06:00-22:00,L: 06:00-22:00 (A),,,,,,
GIRONA,ROSES,ROSES,17480,"CARRETERA C-260 KM. 42,5",D,3.149167,42.270667,2025-05-01 00:00:00,1549,,,1699,,1489,1579,,,,,,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H (A),,,,,,
GIRONA,ROSES,CANYELLES-ALMADRAVA-PUIG-ROM,17480,CARRETERA GI - 610 CRUCE G-614 KM. S/N,N,3.158889,42.276833,2025-05-01 02:16:00,1499,,,1639,,1439,1489,,,,,959,,,,GALP,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
GIRONA,SALT,SALT,17190,"PASEO MARQUES DE CAMPS, 79",N,2.787972,41.967333,2025-05-01 10:00:00,1405,,,1664,,1297,1402,,,,,,,,,MEROIL,P,OM,L-J: 06:00-22:00, V: 06:00-23:59, S: 24H, D: 00:00-22:00,L-J: 06:00-22:00 (A), V: 06:00-23:59 (A), S: 24H (A), D: 00:00-22:00 (A)
GIRONA,SALT,SALT,17190,"PASEO PAISOS CATALANS, 57",N,2.798528,41.973472,2025-05-01 10:00:00,1349,,,1664,,1249,1402,,,,,,,,,MEROIL,P,OM,L: 06:00-22:00,L: 06:00-22:00 (A),,,,,,
GIRONA,SALT,SALT,17190,"CALLE BESCABO, 25",N,2.772972,41.97,2025-05-01 00:00:00,1559,,,1701,,1469,1559,,,,,,,,,BP SALT,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00 (A),,,,,,
GIRONA,SALT,SALT,17190,"AVENIDA DE LA PAU, S/N",N,2.799722,41.968944,2025-04-30 15:00:00,1439,,,1579,,1329,1409,,,,,919,,,,SHELL,P,OM,L-D: 24H,L-D: 24H (A),,,,,,
GIRONA,SALT,SALT,17190,"CAMI DES CARLIS, 10",D,2.795611,41.975917,2025-04-23 14:37:00,1579,,,1729,,1489,1539,,,,,,,,,REPSOL,P,dm,L-S: 06:00-22:00,Sin datos,,,,,,
GIRONA,SANT FELIU DE BUIXALLEU,SANT FELIU DE BUIXALLEU,17451,"CARRETERA C-35 KM. 66,667",D,2.600333,41.732306,2025-05-01 00:00:00,1554,,1604,1735,,1496,1599,1283,,,,,,,,CEPSA,P,OM,L-V: 07:00-15:00,L-V: 07:00-15:00 (A),,,,,,
